n_seed,n_tree,idx_test,beta_ATE_coef,beta_ATE_p,beta_ITE_coef,beta_ITE_p,recov_coef,recov_p,duration
2,1000,23,1.265547943,1.71E-08,2.999870756,3.69E-08,0.770701151,1.51E-197,81.08
2,1000,24,1.309959101,2.09E-08,3.005526726,2.12E-10,0.799342682,5.32E-223,92.42
2,1000,25,1.444892835,6.24E-09,3.028142063,2.50E-09,0.788633751,5.08E-213,76.06
2,1000,26,1.260304242,2.89E-07,2.683071476,1.86E-08,0.772055953,1.15E-198,79.07
2,1000,27,1.269076218,3.76E-07,2.544895576,3.73E-10,0.776174634,4.07E-202,82.07
2,1000,28,1.331877471,5.53E-08,3.06564937,4.76E-08,0.806741812,2.95E-230,73.57
2,1000,29,1.307646588,3.96E-08,3.051759624,1.29E-08,0.782224226,2.54E-207,67.25
2,1000,30,1.175984786,5.07E-06,2.78331193,2.51E-08,0.786568536,3.66E-211,85.51
2,1000,31,1.307376962,1.10E-07,2.879901399,8.48E-10,0.788830257,3.37E-213,84.3
2,1000,32,1.506484883,1.33E-06,2.720511845,5.10E-08,0.772973992,1.99E-199,70.06
2,1000,33,1.2531034,2.30E-07,2.974337065,1.09E-08,0.772534504,4.61E-199,76.77
2,1000,34,1.298163555,7.13E-07,3.487255744,1.96E-10,0.78048013,8.38E-206,75.2
2,1000,35,1.268613592,3.61E-07,2.949697185,1.40E-08,0.782760758,8.63E-208,82.48
2,1000,36,1.255113334,5.04E-07,2.574685105,1.15E-08,0.806580562,4.27E-230,79.02
2,1000,37,1.328048832,7.22E-08,2.754958676,3.44E-07,0.804196209,1.00E-227,72.91
2,1000,38,1.326411385,1.41E-07,3.123260633,5.39E-09,0.791057395,3.15E-215,74.06
2,1000,39,1.402886598,6.72E-08,3.185963907,4.13E-08,0.812390888,5.17E-236,74.01
2,1000,40,1.275415342,1.18E-07,2.773020462,1.35E-07,0.768886356,4.65E-196,73.99
2,1000,41,1.336382761,3.34E-08,2.619764126,4.53E-10,0.781533268,1.02E-206,87.61
2,1000,42,1.121369004,1.74E-07,3.109141472,3.79E-11,0.779135809,1.21E-204,79.58
2,1000,43,1.158605923,8.62E-07,3.062058123,1.49E-07,0.78011302,1.74E-205,75.48
2,1000,44,1.295270821,5.63E-08,2.937705321,4.11E-08,0.795821947,1.18E-219,84
2,1000,45,1.315709936,1.56E-09,2.848744569,2.04E-08,0.789474848,8.78E-214,73.99
2,1000,46,1.271109081,5.43E-07,2.89050773,3.99E-09,0.794997968,7.03E-219,85.18
2,1000,47,1.207372626,4.78E-08,3.050579383,2.02E-10,0.757188173,8.64E-187,68.83
2,1000,48,1.411346499,3.07E-09,2.837246267,7.96E-09,0.803694842,3.13E-227,87.25
2,1000,49,1.292160168,8.42E-08,2.865494997,1.93E-10,0.80709152,1.31E-230,81.47
2,1000,50,1.213660357,1.31E-06,2.857678605,1.91E-08,0.801213307,8.33E-225,89.59
2,2000,1,1.382327038,2.22E-08,3.074313912,1.69E-08,0.802264164,7.90E-226,97.85
2,2000,2,1.266368601,4.81E-08,2.961259861,1.21E-09,0.812158636,9.00E-236,87.98
2,2000,3,1.185274341,8.23E-09,3.154279119,9.90E-13,0.715630656,1.03E-157,71.91
2,2000,4,1.314422684,1.19E-08,2.77988124,3.73E-08,0.819072684,4.45E-243,107.29
2,2000,5,1.389772367,2.01E-08,2.810694801,3.06E-08,0.803670594,3.30E-227,107.21
2,2000,6,1.245732399,5.76E-07,2.739562239,7.29E-08,0.8041556,1.10E-227,104.7
2,2000,7,1.264985677,1.35E-07,3.023910193,1.62E-08,0.797584768,2.54E-221,89.53
2,2000,8,1.261121621,3.68E-08,2.884750392,3.37E-09,0.807211867,9.95E-231,85.16
2,2000,9,1.616652506,8.22E-09,3.333982928,3.43E-10,0.802695069,3.00E-226,94.48
2,2000,10,1.202874271,1.84E-06,3.044803307,4.06E-10,0.809743227,2.72E-233,102.5
2,2000,11,1.21350759,2.45E-07,3.121141989,7.26E-10,0.807907227,1.98E-231,94.03
2,2000,12,1.224936195,2.88E-08,3.330496277,4.70E-09,0.810670748,3.07E-234,81.68
2,2000,13,1.259143905,7.13E-08,3.065656759,1.95E-08,0.794739971,1.23E-218,98.95
2,2000,14,1.336091383,1.12E-08,3.134844448,8.52E-10,0.802420658,5.56E-226,95
2,2000,15,1.333634349,1.27E-07,3.101978001,6.03E-10,0.807364558,6.98E-231,104.59
2,2000,16,1.259289148,6.08E-08,3.161927826,1.79E-08,0.807710922,3.13E-231,86.1
2,2000,17,1.339397785,5.83E-08,3.28133382,3.23E-09,0.794295027,3.19E-218,99.36
2,2000,18,1.269554871,3.74E-08,3.032092282,5.19E-09,0.783601577,1.58E-208,80.89
2,2000,19,1.226224626,1.66E-07,3.35041595,7.84E-10,0.790148869,2.14E-214,78.9
2,2000,20,1.155996106,3.05E-08,2.866679066,1.04E-08,0.778284607,6.51E-204,80.28
2,2000,21,1.282718564,2.62E-07,2.922032608,1.82E-08,0.805332286,7.51E-229,97.05
2,2000,22,1.404201143,3.41E-07,3.073731808,7.02E-09,0.817373692,2.97E-241,100.42
2,2000,23,1.296694792,7.30E-08,3.148319428,7.76E-08,0.803913281,1.91E-227,92.69
