n_seed,n_tree,idx_test,beta_ATE_coef,beta_ATE_p,beta_ITE_coef,beta_ITE_p,recov_coef,recov_p,duration
1,10000,36,1.021150703,8.60E-63,1.94867566,4.49E-10,0.615153763,3.71E-105,126.03
1,10000,37,1.023034243,4.84E-55,1.907525874,3.80E-07,0.602385972,8.55E-100,113.33
1,10000,38,1.02622741,4.30E-59,2.040566514,1.76E-10,0.548663603,1.11E-79,115.9
1,10000,39,1.024038515,1.73E-52,1.992464442,3.77E-08,0.557542212,9.39E-83,130.39
1,10000,40,1.023549984,5.43E-59,1.890379808,1.26E-10,0.522764907,3.19E-71,99.19
1,10000,41,1.015062273,6.40E-66,2.058577104,4.33E-13,0.568265778,1.36E-86,128.03
1,10000,42,1.013908117,7.70E-65,2.352239296,8.82E-15,0.542699135,1.15E-77,96.38
1,10000,43,1.019413498,3.93E-64,2.112498212,2.09E-11,0.574236279,8.62E-89,111.83
1,10000,44,1.024741872,3.21E-58,1.999621667,9.93E-12,0.534514458,5.73E-75,108.96
1,10000,45,1.024466233,2.28E-56,2.141673094,1.40E-10,0.550158686,3.43E-80,112.16
1,10000,46,1.01748531,2.84E-62,2.208503989,7.05E-13,0.569063847,6.97E-87,86.56
1,10000,47,1.026493007,4.57E-59,1.981388949,4.12E-10,0.500860101,1.28E-64,81.22
1,10000,48,1.020030987,1.16E-65,1.876132411,1.83E-11,0.59799251,5.27E-98,147.63
1,10000,49,1.019367963,1.19E-66,2.167885577,7.70E-12,0.531311244,6.22E-74,96.72
1,10000,50,1.018333367,2.35E-59,2.103780065,1.83E-12,0.584747106,8.96E-93,123.59
2,1000,1,1.026596201,6.43E-59,2.028691996,2.24E-09,0.563475757,7.35E-85,77.44
2,1000,2,1.016671629,1.54E-70,1.723880709,6.17E-09,0.53046246,1.17E-73,66
2,1000,3,1.012039583,4.78E-64,1.97162673,2.22E-10,0.458230044,4.60E-53,60.22
2,1000,4,1.02319942,1.47E-58,1.883092496,1.06E-10,0.544170708,3.69E-78,83.54
2,1000,5,1.040804537,2.42E-54,1.746763377,3.68E-08,0.545011217,1.92E-78,87.14
2,1000,6,1.022581037,1.24E-61,2.058611863,5.67E-10,0.557048231,1.40E-82,94.18
2,1000,7,1.02748243,4.01E-46,2.129782411,1.47E-08,0.523421511,1.99E-71,79.39
2,1000,8,1.00870829,5.37E-66,1.967327148,1.74E-09,0.506097383,3.74E-66,69.73
2,1000,9,1.07266054,4.79E-62,2.016561487,5.99E-14,0.497839696,9.58E-64,70.81
2,1000,10,0.999426234,2.42E-63,1.924250003,3.45E-08,0.514338041,1.26E-68,72.97
2,1000,11,1.022274019,1.38E-64,2.0811595,2.94E-08,0.513403848,2.43E-68,74.16
2,1000,12,1.022092853,8.34E-64,1.777369799,3.45E-08,0.556821689,1.68E-82,67.47
2,1000,13,1.015917372,1.85E-66,1.729511234,5.99E-10,0.554183009,1.40E-81,75.11
2,1000,14,1.019650245,7.44E-58,1.475069363,8.28E-07,0.52483965,7.13E-72,72.75
2,1000,15,1.049293806,8.08E-78,2.050610535,8.57E-11,0.570165358,2.75E-87,84.42
2,1000,16,1.03116253,2.51E-59,2.000064601,3.26E-08,0.551524798,1.16E-80,78.28
2,1000,17,1.037878623,2.83E-57,2.112791483,7.58E-09,0.577722356,4.27E-90,84.22
2,1000,18,1.014207579,5.04E-48,1.978494179,2.96E-12,0.50637784,3.09E-66,67.11
2,1000,19,1.003826182,5.61E-57,2.159462018,3.63E-11,0.488045316,5.68E-61,68.45
2,1000,20,0.999857899,4.78E-58,2.01580018,3.25E-11,0.521193542,9.86E-71,64.27
2,1000,21,1.029508485,1.46E-59,1.958581668,1.01E-11,0.514582364,1.07E-68,71.32
2,1000,22,1.03770599,6.26E-65,2.027619182,5.65E-08,0.632529906,7.31E-113,81.58
